(NH4)2SO4,Triton X-100,Glycine,CSL-P,NaCl,K2HPO4,Tryptone,YE,Methionine,Cysteine,NH4OAc,Glycerol,Na2S2O3,ZnSO4·7H2O,MgSO4·7H2O,FAC,pred_titer_0,pred_titer_1,pred_titer_2,pred_titer_3,pred_titer_4,regressors_std,mean_vote,UCB
60.0,35.0,19.0,68.0,40.0,51.0,51.0,136.0,136.0,23.0,50.0,128.0,14.0,41.0,34.0,31.0,-15.565312,4.646947,17.066433,48.443344,55.197853,29.740377,21.957851,51.698227
45.0,6.0,38.0,45.0,32.0,32.0,74.0,190.0,0.0,79.0,50.0,52.0,42.0,41.0,26.0,26.0,16.641073,29.64822,15.843482,46.512257,57.58482,18.438322,33.24597,51.684296
45.0,41.0,9.0,68.0,25.0,36.0,119.0,118.0,204.0,23.0,50.0,128.0,18.0,18.0,34.0,11.0,-8.607591,-7.671922,27.51263,39.395893,59.188057,29.720358,21.963413,51.68377
38.0,6.0,19.0,204.0,32.0,32.0,62.0,154.0,204.0,23.0,31.0,71.0,14.0,35.0,22.0,51.0,6.9978743,0.38236937,26.696276,49.27392,54.12644,24.183773,27.495373,51.679146
30.0,0.0,9.0,23.0,25.0,47.0,108.0,82.0,159.0,102.0,38.0,128.0,14.0,24.0,34.0,36.0,0.19423902,15.290691,30.155577,41.400997,58.441494,22.580921,29.0966,51.67752
23.0,6.0,76.0,68.0,32.0,25.0,153.0,82.0,0.0,23.0,25.0,128.0,18.0,41.0,38.0,31.0,-10.863953,-0.7011651,13.126458,44.924297,60.4009,30.2999,21.377308,51.677208
68.0,12.0,66.0,0.0,47.0,21.0,51.0,190.0,91.0,34.0,57.0,90.0,42.0,30.0,9.0,16.0,-11.532066,-33.923958,10.104076,50.361366,52.945065,38.084778,13.590897,51.675674
53.0,6.0,47.0,181.0,28.0,32.0,96.0,136.0,0.0,23.0,57.0,128.0,35.0,18.0,38.0,31.0,11.184899,5.4858747,17.087898,41.63168,62.85517,24.024973,27.649103,51.674076
45.0,12.0,66.0,181.0,51.0,17.0,142.0,227.0,0.0,68.0,50.0,71.0,14.0,6.0,14.0,11.0,0.6946692,-8.83193,23.103563,42.440186,59.342308,28.323502,23.349758,51.67326
60.0,41.0,76.0,0.0,40.0,40.0,62.0,172.0,91.0,57.0,57.0,118.0,28.0,47.0,30.0,36.0,-24.250187,2.188975,21.273693,43.203568,55.85878,32.01795,19.654964,51.672913
60.0,0.0,85.0,23.0,51.0,40.0,96.0,245.0,113.0,45.0,38.0,71.0,39.0,12.0,14.0,11.0,25.242405,12.783401,24.239613,47.477737,57.156605,18.289753,33.37995,51.669704
53.0,12.0,19.0,68.0,51.0,36.0,153.0,154.0,159.0,34.0,44.0,61.0,14.0,18.0,14.0,51.0,-0.46458286,-13.107305,21.224138,48.19682,54.698147,29.5515,22.109444,51.660942
23.0,24.0,28.0,181.0,25.0,36.0,51.0,82.0,181.0,68.0,57.0,128.0,18.0,0.0,26.0,11.0,-12.030275,7.9673047,28.061218,42.059956,56.409565,27.143349,24.493555,51.6369
30.0,0.0,57.0,91.0,21.0,28.0,85.0,190.0,159.0,102.0,44.0,61.0,35.0,24.0,18.0,31.0,7.3612466,-47.80546,3.7396157,43.166782,52.995796,39.744213,11.891596,51.63581
23.0,0.0,85.0,0.0,25.0,43.0,85.0,245.0,204.0,57.0,31.0,118.0,28.0,24.0,9.0,16.0,14.218512,18.10883,23.216578,50.035625,56.073368,19.303879,32.33058,51.63446
23.0,41.0,57.0,0.0,36.0,17.0,74.0,154.0,91.0,68.0,57.0,71.0,21.0,35.0,30.0,46.0,-17.289692,-20.100985,23.39013,45.217037,54.207184,34.545765,17.084736,51.6305
23.0,12.0,47.0,113.0,28.0,51.0,142.0,136.0,113.0,91.0,25.0,80.0,32.0,6.0,34.0,41.0,-5.648853,-6.5568447,22.612484,46.605587,56.26774,28.973646,22.656023,51.62967
60.0,6.0,57.0,159.0,40.0,40.0,85.0,154.0,45.0,0.0,50.0,71.0,25.0,47.0,9.0,16.0,-12.200843,14.114926,14.470901,50.1884,53.45161,27.62358,24.005,51.62858
60.0,35.0,47.0,0.0,40.0,40.0,51.0,100.0,23.0,68.0,31.0,90.0,39.0,35.0,26.0,11.0,-3.5806997,18.599169,30.530155,45.369804,53.837837,22.676516,28.951252,51.62777
60.0,6.0,28.0,181.0,51.0,28.0,85.0,100.0,68.0,91.0,38.0,71.0,25.0,53.0,14.0,21.0,15.483413,4.7409077,24.744932,49.371754,55.199554,21.717556,29.908112,51.625668
60.0,24.0,9.0,113.0,40.0,17.0,142.0,118.0,23.0,34.0,44.0,52.0,14.0,47.0,22.0,16.0,-2.4608858,13.748869,19.1073,42.290733,60.83345,24.919376,26.703894,51.62327
38.0,0.0,57.0,45.0,40.0,28.0,74.0,209.0,136.0,23.0,25.0,71.0,18.0,35.0,26.0,41.0,12.550833,5.3722615,20.676006,51.3831,54.669052,22.682663,28.930248,51.61291
38.0,18.0,57.0,181.0,40.0,40.0,85.0,118.0,136.0,68.0,19.0,80.0,14.0,35.0,18.0,46.0,17.03913,-7.236899,24.500525,46.825157,54.163696,24.538326,27.058323,51.59665
30.0,47.0,66.0,204.0,28.0,17.0,130.0,154.0,181.0,34.0,44.0,109.0,32.0,47.0,9.0,6.0,-39.223312,-26.47703,15.219454,46.02388,53.580593,41.765972,9.824717,51.59069
15.0,6.0,38.0,136.0,36.0,47.0,96.0,82.0,91.0,45.0,57.0,128.0,35.0,12.0,34.0,46.0,6.562712,5.611342,24.427214,48.57266,56.013733,23.35217,28.23753,51.5897
68.0,41.0,85.0,0.0,36.0,47.0,142.0,190.0,23.0,57.0,38.0,90.0,21.0,6.0,14.0,21.0,17.133253,5.5075684,29.298653,42.790295,58.661667,20.90877,30.678288,51.58706
15.0,18.0,19.0,23.0,43.0,51.0,62.0,154.0,0.0,11.0,50.0,99.0,25.0,18.0,26.0,41.0,22.02273,33.881554,34.421883,44.564632,57.14822,13.171512,38.407803,51.579315
23.0,47.0,76.0,159.0,28.0,28.0,96.0,190.0,45.0,23.0,25.0,99.0,25.0,24.0,14.0,46.0,2.3535683,-23.541855,19.102041,44.1944,55.96463,31.961605,19.614557,51.576164
45.0,30.0,9.0,23.0,51.0,25.0,62.0,154.0,113.0,79.0,25.0,80.0,28.0,12.0,5.0,21.0,4.330138,4.8053923,33.640896,37.813137,59.50901,23.554115,28.019714,51.57383
38.0,35.0,85.0,204.0,28.0,51.0,62.0,154.0,45.0,68.0,31.0,61.0,11.0,6.0,14.0,6.0,-2.4797275,5.440885,27.504158,47.37205,54.6791,25.070019,26.503292,51.57331
68.0,24.0,85.0,0.0,36.0,47.0,51.0,209.0,159.0,91.0,44.0,128.0,28.0,35.0,26.0,26.0,-5.8171515,14.234078,18.481436,52.24713,51.968933,25.349289,26.222885,51.572174
53.0,30.0,0.0,181.0,28.0,51.0,130.0,136.0,23.0,79.0,31.0,61.0,28.0,12.0,18.0,16.0,9.581667,18.3076,25.328247,47.33876,57.17598,20.016586,31.546452,51.563038
60.0,30.0,47.0,136.0,51.0,36.0,96.0,172.0,159.0,11.0,44.0,90.0,18.0,35.0,9.0,26.0,-19.933453,-6.491091,19.319824,48.747345,53.442825,32.545826,19.01709,51.562916
23.0,6.0,9.0,68.0,43.0,32.0,153.0,172.0,204.0,68.0,38.0,61.0,25.0,18.0,14.0,26.0,11.620521,26.825317,29.67044,44.188286,57.65126,17.565912,33.991165,51.557076
30.0,12.0,47.0,45.0,36.0,21.0,119.0,100.0,181.0,57.0,44.0,90.0,42.0,6.0,34.0,11.0,-20.895763,-34.61175,20.165365,38.977707,57.94264,39.24119,12.3156395,51.55683
53.0,35.0,9.0,91.0,25.0,40.0,119.0,118.0,91.0,45.0,19.0,99.0,35.0,41.0,5.0,26.0,13.269342,4.863561,23.61815,41.615017,61.15908,22.65108,28.90503,51.556107
60.0,6.0,76.0,45.0,51.0,51.0,74.0,118.0,204.0,102.0,31.0,128.0,11.0,0.0,9.0,6.0,-14.339389,-29.937786,22.537357,45.78863,52.2092,36.294502,15.251602,51.546104
68.0,53.0,38.0,0.0,21.0,47.0,108.0,100.0,91.0,102.0,38.0,118.0,35.0,18.0,30.0,46.0,-5.520229,5.4542804,30.898285,45.056625,54.253517,25.500278,26.028498,51.528778
68.0,0.0,57.0,68.0,25.0,25.0,96.0,227.0,23.0,57.0,31.0,80.0,18.0,0.0,18.0,26.0,16.89876,0.13940911,19.146402,44.264233,59.3086,23.572115,27.951483,51.523598
15.0,35.0,85.0,136.0,51.0,32.0,96.0,136.0,204.0,11.0,38.0,80.0,42.0,41.0,5.0,11.0,11.355128,10.069174,31.208776,44.52634,57.345615,20.622005,30.901007,51.52301
38.0,35.0,57.0,68.0,43.0,40.0,85.0,209.0,68.0,34.0,31.0,80.0,35.0,12.0,22.0,6.0,30.004549,29.11466,33.040127,45.424477,57.978523,12.405172,39.112465,51.51764
60.0,47.0,19.0,68.0,36.0,36.0,85.0,100.0,181.0,45.0,25.0,80.0,32.0,53.0,5.0,26.0,18.123127,22.241262,32.058586,46.83042,56.6889,16.328318,35.188457,51.516777
15.0,24.0,66.0,68.0,17.0,32.0,62.0,209.0,91.0,102.0,44.0,109.0,21.0,30.0,30.0,36.0,-4.0965924,-14.194595,13.3494625,51.418224,54.10026,31.400684,20.115353,51.516037
68.0,41.0,38.0,68.0,51.0,32.0,119.0,154.0,0.0,91.0,50.0,61.0,18.0,18.0,5.0,51.0,-16.82456,-15.16091,25.851034,45.300575,53.278557,33.02551,18.48894,51.51445
45.0,18.0,66.0,159.0,40.0,40.0,108.0,245.0,204.0,57.0,57.0,128.0,11.0,12.0,18.0,26.0,16.388346,11.876443,17.13996,49.05131,57.34506,21.149332,30.360224,51.509556
53.0,47.0,76.0,181.0,51.0,51.0,153.0,154.0,204.0,91.0,25.0,80.0,11.0,35.0,5.0,16.0,-20.865257,-5.260699,18.776585,50.235565,51.918503,32.5467,18.96094,51.507637
23.0,41.0,9.0,159.0,43.0,36.0,51.0,100.0,68.0,102.0,38.0,71.0,35.0,41.0,14.0,26.0,5.049419,-8.31056,28.67539,41.316563,57.496857,26.661228,24.845533,51.50676
68.0,0.0,28.0,68.0,28.0,43.0,85.0,190.0,68.0,45.0,38.0,99.0,42.0,12.0,26.0,26.0,34.191875,36.378975,21.926136,45.035908,56.146366,12.76309,38.735847,51.49894
60.0,0.0,66.0,23.0,47.0,40.0,51.0,190.0,204.0,102.0,19.0,128.0,42.0,24.0,26.0,11.0,12.128391,4.310297,19.458952,49.85905,55.95189,23.154922,28.341717,51.49664
30.0,47.0,38.0,0.0,25.0,28.0,96.0,82.0,68.0,34.0,19.0,61.0,25.0,12.0,34.0,31.0,12.674837,8.135271,30.550648,41.382057,59.432964,21.056084,30.435156,51.49124
45.0,18.0,19.0,45.0,47.0,36.0,108.0,190.0,68.0,34.0,38.0,99.0,11.0,12.0,18.0,31.0,36.33481,8.320926,14.922722,41.57399,56.879395,19.880854,31.606369,51.48722
45.0,12.0,47.0,113.0,40.0,28.0,108.0,190.0,113.0,57.0,50.0,61.0,25.0,18.0,5.0,31.0,-4.753573,-58.481056,3.5667713,39.592457,55.662445,44.35069,7.1174088,51.468098
60.0,53.0,47.0,68.0,32.0,51.0,62.0,82.0,45.0,68.0,19.0,128.0,39.0,35.0,22.0,51.0,8.157975,2.9713423,24.726797,47.28642,56.511463,23.535606,27.930798,51.466404
45.0,24.0,47.0,23.0,25.0,36.0,96.0,136.0,136.0,45.0,25.0,80.0,39.0,53.0,9.0,16.0,21.94149,13.628739,30.120646,48.775402,54.981377,17.563562,33.889534,51.453094
53.0,12.0,19.0,0.0,21.0,17.0,153.0,100.0,45.0,11.0,44.0,61.0,18.0,6.0,22.0,31.0,-3.1044874,-19.226707,14.03248,47.663666,56.223522,32.333004,19.117695,51.4507
53.0,30.0,66.0,136.0,47.0,21.0,62.0,118.0,0.0,0.0,31.0,99.0,28.0,30.0,26.0,21.0,-15.953277,2.3569481,18.791769,50.346115,52.4246,29.853495,21.593231,51.446724
30.0,47.0,66.0,0.0,47.0,32.0,130.0,209.0,204.0,57.0,25.0,52.0,35.0,35.0,34.0,31.0,17.467093,25.47916,30.047964,42.164425,59.720455,16.46966,34.975822,51.44548
23.0,12.0,28.0,68.0,47.0,36.0,96.0,136.0,159.0,68.0,44.0,71.0,11.0,30.0,38.0,31.0,13.004141,-9.894607,17.779327,42.663033,59.181957,26.893467,24.546772,51.44024
60.0,30.0,38.0,68.0,36.0,21.0,62.0,172.0,181.0,79.0,57.0,52.0,32.0,12.0,34.0,31.0,-24.020353,-23.74828,11.478277,45.391674,57.895382,38.037075,13.399341,51.436417
38.0,47.0,85.0,91.0,47.0,28.0,74.0,227.0,136.0,45.0,38.0,80.0,14.0,12.0,30.0,36.0,8.3414545,5.8523974,24.854025,43.315407,59.640877,23.031366,28.40083,51.432198
38.0,12.0,38.0,204.0,28.0,43.0,62.0,82.0,91.0,11.0,44.0,99.0,18.0,47.0,26.0,11.0,-14.308646,8.421154,26.289686,43.11453,55.316086,27.664442,23.766562,51.431004
23.0,0.0,57.0,204.0,32.0,47.0,74.0,209.0,45.0,11.0,25.0,118.0,25.0,35.0,18.0,26.0,21.37426,31.697575,23.355135,48.21717,55.919945,15.3159685,36.112816,51.428783
53.0,53.0,9.0,113.0,21.0,21.0,74.0,154.0,136.0,34.0,31.0,71.0,14.0,24.0,34.0,6.0,6.256411,9.19396,34.032722,41.857475,57.128696,21.731367,29.693853,51.42522
38.0,12.0,57.0,68.0,25.0,28.0,62.0,82.0,159.0,91.0,31.0,109.0,35.0,47.0,38.0,26.0,20.074097,-8.476631,13.289664,41.856495,59.353558,26.201855,25.219437,51.42129
60.0,35.0,85.0,181.0,43.0,21.0,119.0,154.0,136.0,23.0,57.0,61.0,42.0,6.0,34.0,41.0,-20.715488,-8.271279,24.136751,40.17128,57.814953,32.79313,18.627243,51.420372
53.0,47.0,85.0,91.0,28.0,28.0,74.0,209.0,136.0,34.0,57.0,128.0,11.0,24.0,30.0,6.0,-14.740143,-15.299924,20.933056,45.552177,55.564686,33.010696,18.401972,51.412666
38.0,41.0,38.0,204.0,28.0,25.0,108.0,100.0,23.0,45.0,57.0,109.0,39.0,47.0,34.0,51.0,-15.342466,-7.088162,23.946848,43.64442,56.292213,31.121525,20.29057,51.412094
23.0,41.0,38.0,181.0,51.0,40.0,153.0,82.0,181.0,34.0,31.0,109.0,18.0,18.0,14.0,26.0,-9.3845825,-2.653518,23.950365,44.591805,56.71467,28.766376,22.643747,51.410126
38.0,53.0,85.0,0.0,36.0,40.0,51.0,136.0,45.0,68.0,38.0,61.0,28.0,6.0,5.0,21.0,-5.1448145,-12.534148,26.578894,45.401733,54.162872,29.715462,21.692907,51.40837
45.0,6.0,38.0,68.0,47.0,28.0,142.0,100.0,136.0,79.0,25.0,61.0,39.0,53.0,26.0,26.0,4.1474333,-1.3829539,21.154194,49.371754,55.13327,25.716396,25.684742,51.40114
53.0,47.0,0.0,204.0,51.0,25.0,142.0,136.0,204.0,91.0,38.0,71.0,42.0,6.0,5.0,36.0,-2.0082257,16.168655,29.381327,43.617134,56.05093,22.754513,28.641964,51.396477
68.0,12.0,66.0,45.0,32.0,21.0,153.0,227.0,159.0,91.0,19.0,71.0,21.0,18.0,5.0,36.0,-5.4224157,-10.622958,14.46629,44.897766,59.57217,30.81749,20.57817,51.39566
15.0,35.0,19.0,23.0,47.0,17.0,119.0,82.0,68.0,68.0,19.0,61.0,21.0,30.0,9.0,46.0,20.185625,32.957592,24.477283,47.342525,56.059532,15.190064,36.20451,51.394573
30.0,41.0,47.0,181.0,28.0,28.0,108.0,190.0,136.0,34.0,50.0,118.0,18.0,47.0,14.0,16.0,-1.5326703,-20.282558,16.70469,45.43536,56.722504,31.98029,19.409466,51.389755
30.0,53.0,28.0,181.0,28.0,21.0,142.0,154.0,204.0,11.0,57.0,99.0,32.0,30.0,26.0,21.0,-8.53406,-12.019197,25.595028,43.81971,55.734215,30.458227,20.91914,51.377365
53.0,30.0,76.0,181.0,17.0,32.0,62.0,154.0,0.0,34.0,38.0,71.0,25.0,47.0,34.0,26.0,7.4139013,24.744726,24.871666,46.29803,56.423283,19.421936,31.950321,51.372257
30.0,41.0,57.0,23.0,32.0,32.0,74.0,209.0,181.0,79.0,19.0,90.0,28.0,24.0,5.0,26.0,24.911774,30.792093,23.7297,45.62507,57.92316,14.765839,36.59636,51.362198
53.0,47.0,57.0,91.0,36.0,43.0,142.0,190.0,113.0,57.0,31.0,109.0,28.0,6.0,14.0,26.0,24.78906,-7.201916,22.733192,38.267586,58.31595,23.978048,27.380774,51.35882
38.0,12.0,47.0,91.0,36.0,40.0,142.0,154.0,159.0,102.0,57.0,52.0,35.0,12.0,34.0,46.0,-17.376749,-11.6866255,18.90538,44.501556,57.16464,33.05063,18.30164,51.35227
23.0,47.0,66.0,23.0,17.0,47.0,142.0,82.0,68.0,57.0,25.0,99.0,42.0,24.0,30.0,36.0,3.8624873,12.775336,23.369534,48.779995,55.537025,22.484478,28.864874,51.34935
68.0,12.0,38.0,159.0,32.0,21.0,62.0,100.0,159.0,34.0,38.0,109.0,11.0,18.0,38.0,36.0,13.271717,-4.975311,13.802324,42.27468,61.04115,26.262161,25.082912,51.345074
53.0,30.0,57.0,136.0,28.0,47.0,119.0,118.0,68.0,34.0,50.0,118.0,25.0,6.0,5.0,11.0,-22.882229,-22.651878,18.925827,43.479744,56.33543,36.698807,14.641378,51.340187
23.0,30.0,85.0,159.0,43.0,21.0,51.0,82.0,23.0,11.0,31.0,80.0,35.0,41.0,18.0,26.0,-12.506907,-30.550808,16.630222,47.021736,53.45174,36.5305,14.809196,51.339695
15.0,18.0,28.0,181.0,28.0,28.0,62.0,118.0,91.0,68.0,44.0,99.0,35.0,41.0,18.0,41.0,34.877007,-1.6815858,9.410023,45.75038,52.006744,23.266127,28.072514,51.33864
53.0,12.0,9.0,159.0,47.0,47.0,130.0,118.0,181.0,79.0,50.0,61.0,32.0,30.0,5.0,6.0,2.5273662,3.5912306,25.915064,43.99635,58.059086,24.502214,26.81782,51.320034
68.0,0.0,85.0,113.0,51.0,32.0,96.0,154.0,91.0,0.0,31.0,99.0,28.0,30.0,26.0,11.0,-3.0363908,25.98406,24.420671,47.94829,51.59091,21.937729,29.38151,51.319237
68.0,47.0,66.0,0.0,47.0,17.0,108.0,136.0,181.0,23.0,50.0,128.0,39.0,6.0,14.0,16.0,-30.451624,-40.75212,21.943443,37.803867,55.715836,42.45927,8.851881,51.31115
15.0,24.0,28.0,181.0,47.0,32.0,85.0,82.0,45.0,11.0,44.0,118.0,14.0,35.0,34.0,46.0,40.37045,40.46854,36.12362,42.628387,56.981117,7.995669,43.314423,51.310093
38.0,47.0,9.0,159.0,32.0,25.0,96.0,154.0,23.0,68.0,31.0,118.0,32.0,18.0,22.0,26.0,0.8060719,-1.1097652,30.869745,35.990738,60.508774,25.895636,25.413113,51.308746
53.0,12.0,47.0,181.0,43.0,47.0,74.0,190.0,136.0,79.0,31.0,61.0,21.0,12.0,26.0,31.0,17.194338,-17.069887,11.998739,47.28046,53.702385,28.687057,22.621206,51.308266
53.0,30.0,0.0,204.0,25.0,40.0,85.0,118.0,45.0,34.0,57.0,128.0,39.0,12.0,9.0,21.0,-2.7715454,14.438114,24.645914,43.617134,57.650623,23.79047,27.516048,51.30652
60.0,24.0,38.0,0.0,28.0,51.0,51.0,100.0,0.0,34.0,25.0,128.0,11.0,12.0,14.0,31.0,-5.3200397,-13.248269,18.131071,51.1752,52.355118,30.687449,20.618616,51.306065
53.0,24.0,47.0,136.0,28.0,47.0,62.0,190.0,68.0,79.0,38.0,71.0,18.0,30.0,30.0,36.0,11.832839,-3.6814816,15.409649,50.910427,54.247826,25.553843,25.743855,51.2977
45.0,53.0,9.0,204.0,51.0,21.0,142.0,136.0,181.0,68.0,25.0,118.0,39.0,18.0,30.0,16.0,3.279592,2.6941538,30.176805,36.80791,60.872105,24.529396,26.766113,51.29551
45.0,53.0,85.0,113.0,43.0,17.0,119.0,82.0,159.0,11.0,44.0,80.0,39.0,6.0,9.0,21.0,-36.244015,-39.12666,15.731936,40.992,56.308224,43.758717,7.5322976,51.291016
53.0,6.0,66.0,68.0,25.0,43.0,153.0,227.0,0.0,57.0,57.0,90.0,11.0,18.0,9.0,6.0,10.202465,7.5274205,16.479897,48.987198,57.12386,23.22301,28.064167,51.287178
60.0,47.0,76.0,45.0,25.0,43.0,51.0,209.0,68.0,45.0,19.0,71.0,18.0,41.0,14.0,16.0,24.740204,31.287903,18.791,48.328873,55.359795,15.584399,35.701557,51.285957
60.0,30.0,66.0,159.0,47.0,28.0,153.0,118.0,0.0,45.0,57.0,71.0,14.0,24.0,34.0,6.0,-30.781954,-23.216976,16.318918,46.52953,53.657837,38.780117,12.501471,51.281586
23.0,47.0,9.0,23.0,28.0,28.0,130.0,82.0,91.0,102.0,25.0,99.0,18.0,24.0,26.0,31.0,2.9034758,-11.279562,30.921913,36.73413,58.370594,27.748943,23.53011,51.279053
68.0,30.0,57.0,136.0,25.0,40.0,153.0,209.0,204.0,57.0,31.0,71.0,32.0,0.0,30.0,26.0,19.51917,13.780598,28.017075,44.39522,58.505844,18.413477,32.843582,51.257057
45.0,6.0,47.0,181.0,32.0,28.0,108.0,227.0,23.0,45.0,57.0,52.0,39.0,47.0,14.0,26.0,5.574592,18.727215,12.643539,40.710022,62.319347,23.259764,27.994944,51.254707
30.0,41.0,38.0,0.0,47.0,17.0,85.0,100.0,91.0,102.0,57.0,118.0,18.0,30.0,5.0,46.0,-1.5769984,-14.487395,24.20853,46.865273,53.40088,29.562958,21.682056,51.245014
68.0,35.0,76.0,113.0,21.0,51.0,108.0,136.0,159.0,79.0,25.0,128.0,18.0,35.0,30.0,21.0,-24.902182,19.370598,13.168549,42.82239,53.50801,30.429308,20.793474,51.222782
60.0,30.0,66.0,45.0,36.0,43.0,96.0,227.0,45.0,23.0,50.0,61.0,14.0,47.0,30.0,46.0,10.537969,15.56749,18.36531,46.69059,58.49376,21.288967,29.931025,51.219994
38.0,0.0,47.0,181.0,25.0,32.0,51.0,172.0,113.0,45.0,38.0,90.0,14.0,12.0,5.0,36.0,4.703848,-9.327558,14.530481,52.26476,52.70773,28.242369,22.975851,51.21822
53.0,30.0,19.0,159.0,47.0,51.0,119.0,118.0,181.0,91.0,25.0,109.0,39.0,6.0,26.0,46.0,-7.9421735,7.0026474,31.150661,41.68156,55.44068,25.742682,25.466677,51.20936
68.0,35.0,57.0,159.0,40.0,40.0,119.0,154.0,23.0,34.0,38.0,109.0,35.0,12.0,30.0,46.0,-1.8669881,15.383292,28.639618,40.946903,57.945683,22.99877,28.209702,51.208473
53.0,47.0,28.0,204.0,47.0,17.0,85.0,209.0,0.0,34.0,44.0,109.0,21.0,6.0,14.0,6.0,28.543407,29.61759,32.233227,43.454197,58.61372,12.712286,38.492428,51.204712
15.0,47.0,76.0,23.0,40.0,51.0,51.0,136.0,113.0,91.0,19.0,61.0,18.0,18.0,14.0,41.0,16.176435,11.511887,21.725542,51.3112,54.17072,20.21735,30.979156,51.196507
23.0,35.0,76.0,45.0,47.0,43.0,119.0,172.0,159.0,57.0,31.0,90.0,18.0,30.0,38.0,36.0,11.600464,13.982481,21.1006,40.797836,61.997868,21.29968,29.89585,51.19553
45.0,18.0,76.0,45.0,36.0,32.0,85.0,190.0,113.0,102.0,44.0,90.0,14.0,0.0,34.0,31.0,15.458322,-11.848301,16.228298,44.285217,56.8934,26.980175,24.203388,51.183563
60.0,47.0,0.0,23.0,25.0,25.0,62.0,118.0,91.0,34.0,38.0,90.0,18.0,6.0,5.0,11.0,16.097492,11.895746,27.286602,46.205116,57.132507,19.444363,31.723492,51.167854
38.0,53.0,66.0,45.0,40.0,28.0,96.0,209.0,113.0,57.0,44.0,90.0,18.0,12.0,26.0,6.0,-5.683165,-13.342949,24.662035,44.735004,54.983337,30.095816,21.070852,51.166668
68.0,47.0,38.0,159.0,25.0,28.0,51.0,82.0,204.0,91.0,38.0,109.0,32.0,47.0,30.0,51.0,-2.5554788,-7.1610875,26.479063,47.03319,53.384544,27.725176,23.436047,51.161224
53.0,0.0,66.0,0.0,40.0,40.0,51.0,172.0,159.0,102.0,38.0,90.0,18.0,41.0,18.0,51.0,-0.17877834,-5.0353203,16.466955,54.974846,49.99781,27.914547,23.245104,51.159653
60.0,18.0,66.0,91.0,28.0,32.0,108.0,82.0,204.0,68.0,50.0,90.0,42.0,18.0,38.0,6.0,-6.5216765,-22.753023,11.430523,41.853157,60.63901,34.22941,16.9296,51.159008
30.0,24.0,57.0,45.0,17.0,32.0,74.0,154.0,113.0,79.0,57.0,109.0,18.0,41.0,18.0,11.0,-15.745012,-7.1881676,13.077366,50.50241,54.076538,32.2136,18.944628,51.158226
68.0,35.0,38.0,68.0,36.0,28.0,142.0,118.0,0.0,11.0,50.0,109.0,35.0,35.0,34.0,11.0,-35.65921,-24.061462,18.457151,40.2819,56.674805,40.017242,11.138637,51.15588
60.0,24.0,38.0,0.0,21.0,32.0,130.0,82.0,181.0,23.0,19.0,52.0,42.0,35.0,9.0,41.0,8.393624,7.6606317,28.796585,44.912266,56.815243,21.831299,29.31567,51.14697
38.0,12.0,57.0,0.0,36.0,21.0,142.0,172.0,91.0,68.0,25.0,52.0,21.0,41.0,14.0,46.0,-0.3281181,-9.321589,21.571964,46.136074,55.96178,28.339418,22.804022,51.14344
68.0,6.0,9.0,45.0,32.0,32.0,74.0,100.0,23.0,79.0,31.0,71.0,32.0,6.0,34.0,6.0,-3.8487377,3.1172855,27.601955,39.269493,59.428867,26.013332,25.113773,51.127106
30.0,41.0,57.0,181.0,32.0,25.0,142.0,227.0,0.0,23.0,50.0,128.0,28.0,41.0,14.0,11.0,-10.56279,1.4929457,20.670914,39.765575,60.718964,28.707773,22.417122,51.124893
38.0,18.0,57.0,91.0,43.0,17.0,119.0,190.0,204.0,68.0,44.0,109.0,39.0,6.0,18.0,26.0,-12.37588,-59.866165,8.743322,37.770058,55.603516,45.148067,5.974971,51.12304
53.0,35.0,9.0,45.0,32.0,17.0,119.0,118.0,204.0,34.0,44.0,118.0,42.0,30.0,22.0,6.0,-5.2283564,-23.791794,18.769176,38.227505,60.267162,33.47294,17.648739,51.121677
60.0,0.0,85.0,113.0,43.0,28.0,153.0,154.0,0.0,57.0,57.0,118.0,11.0,12.0,30.0,6.0,-44.805676,-43.14392,13.958391,45.065044,51.73864,46.54956,4.5624948,51.112057
53.0,24.0,85.0,68.0,17.0,51.0,85.0,154.0,91.0,34.0,19.0,99.0,21.0,12.0,18.0,26.0,7.9136724,-3.131864,19.964695,47.722416,55.995396,25.41319,25.692862,51.106052
53.0,30.0,28.0,113.0,21.0,36.0,85.0,154.0,159.0,45.0,19.0,128.0,18.0,41.0,5.0,46.0,11.027948,4.2395163,27.515444,46.39702,55.753777,22.117302,28.986744,51.104046
60.0,35.0,76.0,68.0,47.0,36.0,142.0,172.0,23.0,23.0,57.0,128.0,11.0,35.0,26.0,6.0,-29.763142,-1.8227909,20.782139,42.39918,54.383022,33.90358,17.195683,51.099262
60.0,53.0,38.0,23.0,40.0,47.0,119.0,136.0,23.0,91.0,31.0,90.0,18.0,30.0,30.0,41.0,-7.6172204,23.671562,21.7681,45.31153,53.345345,23.799973,27.295862,51.095833
60.0,6.0,76.0,0.0,21.0,47.0,130.0,154.0,159.0,23.0,57.0,52.0,21.0,6.0,9.0,16.0,-16.163982,-1.0249203,20.442095,43.24897,57.31264,30.331146,20.76296,51.09411
30.0,12.0,19.0,159.0,40.0,51.0,51.0,136.0,136.0,23.0,38.0,80.0,25.0,18.0,18.0,16.0,9.278338,4.7005033,21.607197,49.393173,55.14087,23.06798,28.024017,51.091995
