Round,YE (g/L),Tryptone (g/L),NaCl (g/L),K2HPO4 (g/L),MgSO4·7H2O (g/L),Glycerol (g/L),FAC (g/L),Na2S2O3 (g/L),Triton X-100 (g/L),Glycine (g/L),NH4OAc (g/L),CSL-P (g/L),ZnSO4·7H2O (g/L),Methionine (g/L),Cysteine (g/L),(NH4)2SO4 (g/L),EGT titer (mg/L),Medium material cost (CNY/L),EGT efficiency cost (mg /CNY)
Round 4,30.58823529,8.705882353,4.147058824,1.235294118,1.223529412,34.94117647,0.075294118,1.411764706,3.858823529,1.058823529,0,6.617647059,1.129411765,4,3.352941176,0.941176471,254.3718558,38.87082118,6.544030923
Round 4,35.88235294,10,4.147058824,1,1.411764706,41.64705882,0.075294118,1.976470588,0,2.235294118,0,3.382352941,1.129411765,4,0,0,194.3179513,38.59908,5.034263805
Round 4,25.29411765,6,3.794117647,2.529411765,0.611764706,38.11764706,0.192941176,2.4,0,6.705882353,0.847058824,0,0.564705882,4,2.647058824,0.941176471,171.0139066,29.46806353,5.803364256
Round 4,14.55882353,8.705882353,1.5,2.117647059,0.235294118,41.64705882,0.145882353,1.411764706,4.988235294,3.294117647,0.847058824,13.38235294,2.211764706,3.323529412,3.352941176,0.941176471,272.8942188,35.96796941,7.587145542
Round 4,14.55882353,7.294117647,2.205882353,2.352941176,1.223529412,44.82352941,0.075294118,2.4,2.729411765,4.470588235,0,20,0,5.323529412,2,0.941176471,272.2987034,38.42817647,7.085912691
Round 4,33.23529412,14,3.794117647,1.647058824,1.6,31.41176471,0.028235294,5.929411765,1.129411765,0,0.847058824,0,2.211764706,3.323529412,0,0,268.9492486,39.30975765,6.841793608
Round 4,30.58823529,11.29411765,3.794117647,1.882352941,1.411764706,24.70588235,0.098823529,1.411764706,1.129411765,5.529411765,0.847058824,0,1.129411765,3.323529412,1.352941176,0,222.7414887,36.12552706,6.165764402
Round 4,30.58823529,18,1.852941176,1.470588235,0.235294118,41.64705882,0.169411765,2.964705882,2.258823529,0,0,3.382352941,0.847058824,3.323529412,0.647058824,0.941176471,263.3734147,45.18927765,5.828228031
Round 4,19.85294118,6,2.823529412,2.117647059,1.976470588,38.11764706,0.192941176,2.4,4.988235294,0,0.847058824,16.61764706,0.847058824,1.323529412,1.352941176,0,237.910826,34.59667765,6.876695746
Round 4,30.58823529,8.705882353,4.147058824,1.647058824,0.988235294,34.94117647,0.145882353,4.941176471,4.988235294,4.470588235,0,0,0.847058824,2,6,0,259.0689205,37.37916,6.930838482
Round 4,17.20588235,18,4.147058824,1.882352941,1.223529412,31.41176471,0.24,1.411764706,2.258823529,4.470588235,0.847058824,0,1.364705882,0,2.647058824,0.941176471,259.0709526,36.70162118,7.058842206
Round 4,19.85294118,16.70588235,3.176470588,1,0.235294118,34.94117647,0.075294118,1.976470588,3.858823529,2.235294118,0.847058824,6.617647059,1.647058824,2,3.352941176,0,221.4467446,41.99689412,5.27293147
Round 4,11.91176471,6,4.147058824,2.117647059,1.223529412,14.82352941,0.145882353,4.941176471,2.258823529,3.294117647,0.847058824,3.382352941,0.282352941,6,0.647058824,0.941176471,135.2294854,22.35157882,6.050108875
Round 4,19.85294118,15.29411765,4.5,3,0.988235294,34.94117647,0.051764706,1.411764706,1.694117647,2.235294118,0,0,1.647058824,5.323529412,4,0,247.5636739,37.49274118,6.602976099
Round 4,14.55882353,7.294117647,1.5,2.117647059,1.411764706,44.82352941,0.051764706,4.941176471,3.858823529,10,0.847058824,0,1.129411765,4.676470588,6,0.941176471,0,30.25195059,0
Round 4,35.88235294,12.70588235,3.794117647,1,1.223529412,44.82352941,0.028235294,4.941176471,1.129411765,4.470588235,0,3.382352941,1.929411765,4,0,0,244.7945472,43.28044941,5.656007518
Round 4,33.23529412,6,3.529411765,1.882352941,0.988235294,34.94117647,0.028235294,1.976470588,1.694117647,4.470588235,0.847058824,10,0,2.676470588,1.352941176,0.941176471,260.3159127,38.15112941,6.823281951
Round 4,11.91176471,8.705882353,3.176470588,1.647058824,1.223529412,21.52941176,0.192941176,4.376470588,0.564705882,3.294117647,0,6.617647059,2.211764706,1.323529412,0,0.941176471,197.6368548,25.13915765,7.861713491
Round 4,35.88235294,8.705882353,1.852941176,1,1.411764706,28.23529412,0.192941176,4.941176471,0,3.294117647,0,6.617647059,0.282352941,0.676470588,2.647058824,0,217.3533089,39.70910824,5.473638633
Round 4,22.5,14,3.529411765,3,1.223529412,34.94117647,0.075294118,1.976470588,2.729411765,6.705882353,0,6.617647059,1.129411765,1.323529412,2.647058824,0,289.4609498,40.71478588,7.109479848
Round 4,14.55882353,6,4.5,3,0.988235294,28.23529412,0.192941176,1.411764706,4.988235294,6.705882353,0,13.38235294,1.364705882,5.323529412,0,0,237.362725,31.42639765,7.552972747
Round 4,11.91176471,15.29411765,1.852941176,2.117647059,1.976470588,24.70588235,0.192941176,3.388235294,3.858823529,1.058823529,0.847058824,0,0,0,0.647058824,0,191.0091664,28.3882,6.728470504
Round 4,30.58823529,11.29411765,1.852941176,2.117647059,0.423529412,34.94117647,0.145882353,3.952941176,0,5.529411765,0,3.382352941,2.211764706,0,4,0,213.9864111,39.57107529,5.407647115
Round 4,19.85294118,6,3.176470588,3,1.223529412,38.11764706,0.098823529,5.929411765,3.294117647,5.529411765,0.847058824,6.617647059,2.494117647,5.323529412,4.647058824,0,235.5989638,33.97651294,6.934171385
Round 4,35.88235294,10,1.5,1.470588235,0.988235294,41.64705882,0.192941176,3.952941176,1.694117647,0,0.847058824,3.382352941,2.494117647,2,4.647058824,0,230.4943829,41.50541882,5.553356391
Round 4,35.88235294,16.70588235,2.205882353,1.882352941,1.223529412,24.70588235,0.051764706,4.376470588,3.858823529,0,0.847058824,0,2.494117647,1.323529412,1.352941176,0,254.5095663,43.98344235,5.786485839
Round 4,33.23529412,6,2.205882353,1.470588235,1.411764706,28.23529412,0.216470588,2.4,0,2.235294118,0.847058824,3.382352941,0.282352941,0.676470588,2.647058824,0,216.431553,32.58416706,6.642230645
Round 4,30.58823529,11.29411765,2.470588235,2.352941176,0.611764706,38.11764706,0.24,3.388235294,3.294117647,6.705882353,0,0,1.364705882,4.676470588,2.647058824,0.941176471,235.9484557,39.41182118,5.986743282
Round 4,25.29411765,12.70588235,2.470588235,1.470588235,1.976470588,21.52941176,0.216470588,2.4,2.729411765,3.294117647,0.847058824,0,1.364705882,2,0.647058824,0,209.2679828,33.52560941,6.24203367
Round 4,14.55882353,14,4.147058824,1.647058824,0.611764706,18,0.075294118,2.964705882,1.694117647,1.058823529,0,0,2.494117647,3.323529412,0.647058824,0,185.3354878,28.70845412,6.455780831
Round 4,17.20588235,10,2.823529412,1.235294118,1.223529412,24.70588235,0.075294118,4.941176471,3.858823529,5.529411765,0.847058824,10,2.494117647,0.676470588,3.352941176,0,230.992943,35.48632471,6.509350994
Round 4,19.85294118,16.70588235,3.529411765,1.882352941,1.788235294,34.94117647,0.169411765,4.941176471,3.294117647,2.235294118,0,0,0.847058824,6,2,0,252.1544415,38.63705412,6.526233618
Round 4,22.5,12.70588235,3.794117647,1.470588235,1.788235294,28.23529412,0.145882353,5.929411765,3.858823529,2.235294118,0.847058824,10,1.129411765,5.323529412,0.647058824,0,246.5550726,40.81715059,6.040477325
Round 4,22.5,6,3.529411765,2.117647059,1.976470588,34.94117647,0.051764706,3.388235294,4.423529412,3.294117647,0,16.61764706,2.494117647,0.676470588,4.647058824,0,273.2143474,38.87688941,7.027680237
Round 4,25.29411765,7.294117647,1.852941176,2.529411765,0.611764706,14.82352941,0.145882353,1.976470588,2.729411765,0,0,0,0.564705882,3.323529412,1.352941176,0.941176471,198.527304,26.80201647,7.407177897
Round 4,14.55882353,15.29411765,3.176470588,2.352941176,0.8,38.11764706,0.075294118,5.929411765,2.258823529,3.294117647,0.847058824,10,1.129411765,0,2,0,273.0774721,38.94789176,7.011354395
Round 4,19.85294118,10,1.852941176,1,1.6,24.70588235,0.192941176,4.941176471,0.564705882,0,0,3.382352941,1.647058824,0.676470588,0.647058824,0.941176471,227.5572339,28.15243529,8.083039052
Round 4,17.20588235,16.70588235,3.794117647,3,0.423529412,44.82352941,0.075294118,1.411764706,4.423529412,3.294117647,0.847058824,3.382352941,0,5.323529412,2,0,266.8331822,39.88622353,6.689858266
Round 4,19.85294118,18,2.205882353,1.647058824,0.611764706,44.82352941,0.051764706,5.364705882,2.729411765,2.235294118,0,3.382352941,0,2,4.647058824,0.941176471,295.4058994,42.96274118,6.875862463
Round 4,22.5,8.705882353,1.5,3,0.8,34.94117647,0.051764706,4.376470588,0,4.470588235,0.847058824,6.617647059,0,0.676470588,2.647058824,0.941176471,224.3388791,33.53485882,6.689721888
Round 4,35.88235294,18,3.794117647,2.352941176,0.423529412,28.23529412,0.051764706,2.964705882,4.423529412,4.470588235,0,0,2.494117647,2,2.647058824,0,286.4122257,47.95410118,5.972632552
Round 4,33.23529412,8.705882353,4.5,2.529411765,0.611764706,24.70588235,0.145882353,3.388235294,4.988235294,4.470588235,0,6.617647059,0,1.323529412,2.647058824,0.941176471,236.0109014,39.76834118,5.934642845
Round 4,11.91176471,16.70588235,3.176470588,1.647058824,0.988235294,28.23529412,0.028235294,5.929411765,0,4.470588235,0,6.617647059,0.282352941,0.676470588,2.647058824,0.941176471,227.3872826,36.61533176,6.210165841
Round 4,22.5,15.29411765,3.794117647,1.882352941,1.788235294,34.94117647,0.216470588,5.364705882,2.729411765,3.294117647,0.847058824,0,0,0,4.647058824,0.941176471,240.9292455,38.34838824,6.282643329
Round 4,11.91176471,6,1.5,1.470588235,1.223529412,44.82352941,0.24,1.976470588,3.294117647,4.470588235,0,30,1.647058824,3.323529412,6,0.941176471,295.2602301,44.28212941,6.667706228
Round 4,25.29411765,10,4.147058824,1.882352941,0.423529412,28.23529412,0.075294118,3.388235294,4.423529412,0,0.847058824,6.617647059,1.647058824,6,6,0,152.7794854,40.21589412,3.798982683
Round 4,19.85294118,8.705882353,4.147058824,2.764705882,1.223529412,31.41176471,0.24,4.941176471,4.423529412,1.058823529,0,0,1.129411765,2.676470588,0,7.058823529,231.8260483,26.86310353,8.629905628
Round 4,27.94117647,18,2.470588235,2.117647059,0.8,38.11764706,0.192941176,2.964705882,1.694117647,0,0.847058824,6.617647059,0,2,1.352941176,0.941176471,251.4254158,45.81,5.488439551
Round 4,11.91176471,16.70588235,4.147058824,1.470588235,1.976470588,31.41176471,0.051764706,4.941176471,2.729411765,1.058823529,0,13.38235294,1.364705882,1.323529412,4,0,204.3348029,42.06472706,4.857628164
Round 4,35.88235294,11.29411765,3.529411765,2.764705882,1.976470588,41.64705882,0.028235294,2.964705882,3.858823529,4.470588235,0,0,1.129411765,5.323529412,6,0.941176471,278.2932221,44.63010353,6.235549552
Round 4,30.58823529,16.70588235,2.470588235,1.235294118,0.423529412,38.11764706,0.028235294,3.388235294,3.294117647,2.235294118,0,10,0.847058824,0.676470588,0,0.941176471,287.995054,47.17721882,6.104536494
Round 4,25.29411765,7.294117647,3.176470588,1.882352941,0.423529412,41.64705882,0.075294118,2.4,4.423529412,2.235294118,0.847058824,0,1.929411765,4.676470588,0.647058824,1.764705882,244.534533,29.64770824,8.248007941
Round 4,14.55882353,10,4.147058824,3,1.976470588,44.82352941,0.028235294,3.952941176,4.988235294,1.058823529,0.847058824,20,1.129411765,4.676470588,0,0.941176471,257.1845001,40.08978588,6.415212613
Round 4,35.88235294,8.705882353,2.205882353,1.647058824,1.223529412,24.70588235,0.216470588,3.952941176,2.729411765,3.294117647,0.847058824,0,1.129411765,3.323529412,4,0.941176471,160.0504606,38.00131529,4.211708447
Round 4,11.91176471,15.29411765,1.852941176,2.117647059,1.223529412,18,0.216470588,3.952941176,2.729411765,3.294117647,0,3.382352941,1.929411765,1.323529412,0,0,211.5347457,30.77336706,6.873955173
Round 4,35.88235294,7.294117647,3.176470588,2.352941176,1.976470588,41.64705882,0.169411765,1.976470588,2.258823529,2.235294118,0.847058824,10,1.929411765,2,5.352941176,0.941176471,296.1285091,43.91453176,6.743291964
Round 4,27.94117647,10,2.205882353,1.470588235,0.611764706,44.82352941,0.028235294,5.929411765,1.129411765,10,0,0,1.364705882,2,2.647058824,0,233.6980525,36.38785647,6.422418772
Round 4,14.55882353,12.70588235,2.205882353,2.764705882,0.988235294,44.82352941,0.075294118,3.952941176,3.858823529,1.058823529,0,0,0.282352941,4,0.647058824,2.705882353,238.9453445,29.67967294,8.05080787
Round 4,25.29411765,11.29411765,1.852941176,2.117647059,0.611764706,14.82352941,0.192941176,3.388235294,1.129411765,2.235294118,0,3.382352941,1.364705882,2,0,0.941176471,158.2183636,32.69926824,4.838590347
Round 4,14.55882353,8.705882353,3.176470588,2.117647059,1.223529412,34.94117647,0.122352941,5.364705882,2.258823529,0,0,6.617647059,0.847058824,0,0,4.470588235,200.8259348,26.48220706,7.583428919
Round 4,35.88235294,7.294117647,2.205882353,2.764705882,1.411764706,31.41176471,0.075294118,4.376470588,3.858823529,0,0,13.38235294,1.129411765,1.323529412,3.352941176,0,239.5445203,43.62595059,5.490872223
